RefNo,Date,Year,Month,Day,Hour,WeekDay, KWH 
1344,12/23/2020,2020,12,23,11,4, 86.490 
1345,12/23/2020,2020,12,23,12,4, 89.483 
1346,12/23/2020,2020,12,23,13,4, 89.558 
1347,12/23/2020,2020,12,23,14,4, 95.536 
1348,12/23/2020,2020,12,23,15,4, 86.070 
1349,12/23/2020,2020,12,23,16,4, 82.686 
1350,12/23/2020,2020,12,23,17,4, 65.596 
1351,12/23/2020,2020,12,23,18,4, 59.227 
1352,12/23/2020,2020,12,23,19,4, 56.937 
1353,12/23/2020,2020,12,23,20,4, 52.341 
1354,12/23/2020,2020,12,23,21,4, 50.157 
1355,12/23/2020,2020,12,23,22,4, 49.546 
1356,12/23/2020,2020,12,23,23,4, 51.294 
1357,12/24/2020,2020,12,24,0,5, 48.756 
1358,12/24/2020,2020,12,24,1,5, 74.928 
1359,12/24/2020,2020,12,24,2,5, 84.406 
1360,12/24/2020,2020,12,24,3,5, 96.883 
1361,12/24/2020,2020,12,24,4,5, 94.227 
1362,12/24/2020,2020,12,24,5,5, 106.571 
1363,12/24/2020,2020,12,24,6,5, 101.654 
1364,12/24/2020,2020,12,24,7,5, 124.009 
1365,12/24/2020,2020,12,24,8,5, 124.800 
1366,12/24/2020,2020,12,24,9,5, 111.602 
1367,12/24/2020,2020,12,24,10,5, 117.970 
1368,12/24/2020,2020,12,24,11,5, 112.577 
1369,12/24/2020,2020,12,24,12,5, 109.691 
1370,12/24/2020,2020,12,24,13,5, 108.770 
1371,12/24/2020,2020,12,24,14,5, 114.692 
1372,12/24/2020,2020,12,24,15,5, 104.657 
1373,12/24/2020,2020,12,24,16,5, 93.256 
1374,12/24/2020,2020,12,24,17,5, 69.843 
1375,12/24/2020,2020,12,24,18,5, 61.387 
1376,12/24/2020,2020,12,24,19,5, 49.382 
1377,12/24/2020,2020,12,24,20,5, 47.832 
1378,12/24/2020,2020,12,24,21,5, 46.158 
1379,12/24/2020,2020,12,24,22,5, 46.287 
1380,12/24/2020,2020,12,24,23,5, 45.871 
1381,12/25/2020,2020,12,25,0,6, 44.425 
1382,12/25/2020,2020,12,25,1,6, 75.982 
1383,12/25/2020,2020,12,25,2,6, 74.634 
1384,12/25/2020,2020,12,25,3,6, 103.719 
1385,12/25/2020,2020,12,25,4,6, 106.333 
1386,12/25/2020,2020,12,25,5,6, 114.744 
1387,12/25/2020,2020,12,25,6,6, 114.372 
1388,12/25/2020,2020,12,25,7,6, 122.844 
1389,12/25/2020,2020,12,25,8,6, 118.061 
1390,12/25/2020,2020,12,25,9,6, 117.536 
1391,12/25/2020,2020,12,25,10,6, 125.316 
1392,12/25/2020,2020,12,25,11,6, 119.152 
1393,12/25/2020,2020,12,25,12,6, 109.147 
1394,12/25/2020,2020,12,25,13,6, 106.914 
1395,12/25/2020,2020,12,25,14,6, 104.966 
1396,12/25/2020,2020,12,25,15,6, 91.132 
1397,12/25/2020,2020,12,25,16,6, 80.856 
1398,12/25/2020,2020,12,25,17,6, 65.218 
1399,12/25/2020,2020,12,25,18,6, 54.351 
1400,12/25/2020,2020,12,25,19,6, 50.792 
1401,12/25/2020,2020,12,25,20,6, 49.650 
1402,12/25/2020,2020,12,25,21,6, 48.740 
1403,12/25/2020,2020,12,25,22,6, 49.399 
1404,12/25/2020,2020,12,25,23,6, 47.335 
1405,12/26/2020,2020,12,26,0,7, 49.490 
1406,12/26/2020,2020,12,26,1,7, 77.243 
1407,12/26/2020,2020,12,26,2,7, 83.613 
1408,12/26/2020,2020,12,26,3,7, 90.154 
1409,12/26/2020,2020,12,26,4,7, 101.789 
1410,12/26/2020,2020,12,26,5,7, 98.199 
1411,12/26/2020,2020,12,26,6,7, 102.559 
1412,12/26/2020,2020,12,26,7,7, 111.485 
1413,12/26/2020,2020,12,26,8,7, 103.395 
1414,12/26/2020,2020,12,26,9,7, 100.607 
1415,12/26/2020,2020,12,26,10,7, 120.349 
1416,12/26/2020,2020,12,26,11,7, 112.858 
1417,12/26/2020,2020,12,26,12,7, 103.930 
1418,12/26/2020,2020,12,26,13,7, 98.333 
1419,12/26/2020,2020,12,26,14,7, 87.132 
1420,12/26/2020,2020,12,26,15,7, 88.232 
1421,12/26/2020,2020,12,26,16,7, 85.508 
1422,12/26/2020,2020,12,26,17,7, 67.790 
1423,12/26/2020,2020,12,26,18,7, 55.445 
1424,12/26/2020,2020,12,26,19,7, 49.118 
1425,12/26/2020,2020,12,26,20,7, 48.422 
1426,12/26/2020,2020,12,26,21,7, 47.081 
1427,12/26/2020,2020,12,26,22,7, 47.108 
1428,12/26/2020,2020,12,26,23,7, 48.169 
1429,12/27/2020,2020,12,27,0,1, 48.315 
1430,12/27/2020,2020,12,27,1,1, 72.548 
1431,12/27/2020,2020,12,27,2,1, 81.505 
1432,12/27/2020,2020,12,27,3,1, 103.770 
1433,12/27/2020,2020,12,27,4,1, 101.750 
1434,12/27/2020,2020,12,27,5,1, 76.694 
1435,12/27/2020,2020,12,27,6,1, 84.325 
1436,12/27/2020,2020,12,27,7,1, 111.025 
1437,12/27/2020,2020,12,27,8,1, 115.777 
1438,12/27/2020,2020,12,27,9,1, 108.624 
1439,12/27/2020,2020,12,27,10,1, 111.728 
1440,12/27/2020,2020,12,27,11,1, 112.521 
1441,12/27/2020,2020,12,27,12,1, 107.601 
1442,12/27/2020,2020,12,27,13,1, 101.516 
1443,12/27/2020,2020,12,27,14,1, 88.333 
1444,12/27/2020,2020,12,27,15,1, 90.975 
1445,12/27/2020,2020,12,27,16,1, 76.619 
1446,12/27/2020,2020,12,27,17,1, 59.400 
1447,12/27/2020,2020,12,27,18,1, 51.411 
1448,12/27/2020,2020,12,27,19,1, 45.755 
1449,12/27/2020,2020,12,27,20,1, 44.997 
1450,12/27/2020,2020,12,27,21,1, 46.001 
1451,12/27/2020,2020,12,27,22,1, 43.979 
1452,12/27/2020,2020,12,27,23,1, 43.320 
1453,12/28/2020,2020,12,28,0,2, 45.422 
1454,12/28/2020,2020,12,28,1,2, 68.642 
1455,12/28/2020,2020,12,28,2,2, 82.873 
1456,12/28/2020,2020,12,28,3,2, 99.654 
1457,12/28/2020,2020,12,28,4,2, 114.277 
1458,12/28/2020,2020,12,28,5,2, 114.052 
1459,12/28/2020,2020,12,28,6,2, 110.489 
1460,12/28/2020,2020,12,28,7,2, 106.003 
1461,12/28/2020,2020,12,28,8,2, 107.289 
1462,12/28/2020,2020,12,28,9,2, 109.948 
1463,12/28/2020,2020,12,28,10,2, 114.388 
1464,12/28/2020,2020,12,28,11,2, 109.327 
1465,12/28/2020,2020,12,28,12,2, 106.217 
1466,12/28/2020,2020,12,28,13,2, 97.120 
1467,12/28/2020,2020,12,28,14,2, 91.115 
1468,12/28/2020,2020,12,28,15,2, 88.447 
1469,12/28/2020,2020,12,28,16,2, 82.354 
1470,12/28/2020,2020,12,28,17,2, 66.538 
1471,12/28/2020,2020,12,28,18,2, 58.302 
1472,12/28/2020,2020,12,28,19,2, 54.395 
1473,12/28/2020,2020,12,28,20,2, 52.992 
1474,12/28/2020,2020,12,28,21,2, 54.616 
1475,12/28/2020,2020,12,28,22,2, 48.335 
1476,12/28/2020,2020,12,28,23,2, 45.725 
1477,12/29/2020,2020,12,29,0,3, 50.929 
1478,12/29/2020,2020,12,29,1,3, 67.660 
1479,12/29/2020,2020,12,29,2,3, 81.342 
1480,12/29/2020,2020,12,29,3,3, 98.572 
1481,12/29/2020,2020,12,29,4,3, 104.745 
1482,12/29/2020,2020,12,29,5,3, 94.618 
1483,12/29/2020,2020,12,29,6,3, 105.508 
1484,12/29/2020,2020,12,29,7,3, 99.563 
1485,12/29/2020,2020,12,29,8,3, 106.802 
1486,12/29/2020,2020,12,29,9,3, 106.266 
1487,12/29/2020,2020,12,29,10,3, 108.386 
1488,12/29/2020,2020,12,29,11,3, 107.123 
1489,12/29/2020,2020,12,29,12,3, 110.410 
1490,12/29/2020,2020,12,29,13,3, 89.260 
1491,12/29/2020,2020,12,29,14,3, 82.304 
1492,12/29/2020,2020,12,29,15,3, 79.537 
1493,12/29/2020,2020,12,29,16,3, 78.680 
1494,12/29/2020,2020,12,29,17,3, 62.354 
1495,12/29/2020,2020,12,29,18,3, 52.462 
1496,12/29/2020,2020,12,29,19,3, 47.248 
1497,12/29/2020,2020,12,29,20,3, 48.541 
1498,12/29/2020,2020,12,29,21,3, 45.069 
1499,12/29/2020,2020,12,29,22,3, 45.878 
1500,12/29/2020,2020,12,29,23,3, 44.601 
1501,12/30/2020,2020,12,30,0,4, 43.752 
1502,12/30/2020,2020,12,30,1,4, 60.810 
1503,12/30/2020,2020,12,30,2,4, 85.452 
1504,12/30/2020,2020,12,30,3,4, 99.491 
1505,12/30/2020,2020,12,30,4,4, 114.181 
1506,12/30/2020,2020,12,30,5,4, 109.228 
1507,12/30/2020,2020,12,30,6,4, 111.924 
1508,12/30/2020,2020,12,30,7,4, 108.036 
1509,12/30/2020,2020,12,30,8,4, 120.608 
1510,12/30/2020,2020,12,30,9,4, 112.351 
1511,12/30/2020,2020,12,30,10,4, 111.674 
1512,12/30/2020,2020,12,30,11,4, 112.748 
1513,12/30/2020,2020,12,30,12,4, 130.474 
1514,12/30/2020,2020,12,30,13,4, 111.980 
1515,12/30/2020,2020,12,30,14,4, 107.285 
1516,12/30/2020,2020,12,30,15,4, 99.876 
1517,12/30/2020,2020,12,30,16,4, 86.317 
1518,12/30/2020,2020,12,30,17,4, 65.197 
1519,12/30/2020,2020,12,30,18,4, 59.216 
1520,12/30/2020,2020,12,30,19,4, 57.304 
1521,12/30/2020,2020,12,30,20,4, 54.098 
1522,12/30/2020,2020,12,30,21,4, 49.898 
1523,12/30/2020,2020,12,30,22,4, 49.399 
1524,12/30/2020,2020,12,30,23,4, 48.741 
1525,12/31/2020,2020,12,31,0,5, 150.263 
1526,12/31/2020,2020,12,31,1,5, 177.099 
1527,12/31/2020,2020,12,31,2,5, 200.233 
1528,12/31/2020,2020,12,31,3,5, 219.714 
1529,12/31/2020,2020,12,31,4,5, 234.604 
1530,12/31/2020,2020,12,31,5,5, 200.740 
1531,12/31/2020,2020,12,31,6,5, 192.680 
1532,12/31/2020,2020,12,31,7,5, 180.034 
1533,12/31/2020,2020,12,31,8,5, 171.167 
1534,12/31/2020,2020,12,31,9,5, 153.015 
1535,12/31/2020,2020,12,31,10,5, 109.793 
1536,12/31/2020,2020,12,31,11,5, 103.589 
1537,12/31/2020,2020,12,31,12,5, 105.533 
1538,12/31/2020,2020,12,31,13,5, 110.473 
1539,12/31/2020,2020,12,31,14,5, 106.463 
1540,12/31/2020,2020,12,31,15,5, 89.953 
1541,12/31/2020,2020,12,31,16,5, 78.997 
1542,12/31/2020,2020,12,31,17,5, 63.548 
1543,12/31/2020,2020,12,31,18,5, 54.538 
1544,12/31/2020,2020,12,31,19,5, 48.597 
1545,12/31/2020,2020,12,31,20,5, 50.528 
1546,12/31/2020,2020,12,31,21,5, 47.967 
1547,12/31/2020,2020,12,31,22,5, 47.938 
1548,12/31/2020,2020,12,31,23,5, 48.028 
1549,1/1/2021,2021,1,1,0,6, 50.845 
1550,1/1/2021,2021,1,1,1,6, 73.242 
1551,1/1/2021,2021,1,1,2,6, 84.951 
1552,1/1/2021,2021,1,1,3,6, 86.603 
1553,1/1/2021,2021,1,1,4,6, 101.850 
1554,1/1/2021,2021,1,1,5,6, 98.413 
1555,1/1/2021,2021,1,1,6,6, 99.121 
1556,1/1/2021,2021,1,1,7,6, 100.390 
1557,1/1/2021,2021,1,1,8,6, 114.377 
1558,1/1/2021,2021,1,1,9,6, 113.461 
1559,1/1/2021,2021,1,1,10,6, 147.134 
1560,1/1/2021,2021,1,1,11,6, 161.104 
1561,1/1/2021,2021,1,1,12,6, 166.766 
1562,1/1/2021,2021,1,1,13,6, 175.502 
1563,1/1/2021,2021,1,1,14,6, 186.672 
1564,1/1/2021,2021,1,1,15,6, 175.399 
1565,1/1/2021,2021,1,1,16,6, 173.723 
1566,1/1/2021,2021,1,1,17,6, 166.621 
1567,1/1/2021,2021,1,1,18,6, 161.542 
1568,1/1/2021,2021,1,1,19,6, 150.195 
1569,1/1/2021,2021,1,1,20,6, 95.375 
1570,1/1/2021,2021,1,1,21,6, 110.137 
1571,1/1/2021,2021,1,1,22,6, 131.232 
1572,1/1/2021,2021,1,1,23,6, 139.030 
1573,1/2/2021,2021,1,2,0,7, 46.649 
1574,1/2/2021,2021,1,2,1,7, 73.410 
1575,1/2/2021,2021,1,2,2,7, 84.519 
1576,1/2/2021,2021,1,2,3,7, 95.727 
1577,1/2/2021,2021,1,2,4,7, 105.432 
1578,1/2/2021,2021,1,2,5,7, 101.322 
1579,1/2/2021,2021,1,2,6,7, 103.061 
1580,1/2/2021,2021,1,2,7,7, 112.926 
1581,1/2/2021,2021,1,2,8,7, 117.946 
1582,1/2/2021,2021,1,2,9,7, 115.617 
1583,1/2/2021,2021,1,2,10,7, 158.165 
1584,1/2/2021,2021,1,2,11,7, 180.390 
1585,1/2/2021,2021,1,2,12,7, 188.607 
1586,1/2/2021,2021,1,2,13,7, 202.463 
1587,1/2/2021,2021,1,2,14,7, 209.285 
1588,1/2/2021,2021,1,2,15,7, 196.528 
1589,1/2/2021,2021,1,2,16,7, 196.796 
1590,1/2/2021,2021,1,2,17,7, 176.207 
1591,1/2/2021,2021,1,2,18,7, 171.723 
1592,1/2/2021,2021,1,2,19,7, 163.380 
1593,1/2/2021,2021,1,2,20,7, 97.915 
1594,1/2/2021,2021,1,2,21,7, 130.050 
1595,1/2/2021,2021,1,2,22,7, 136.236 
1596,1/2/2021,2021,1,2,23,7, 152.999 
1597,1/3/2021,2021,1,3,0,1, 47.353 
1598,1/3/2021,2021,1,3,1,1, 66.036 
1599,1/3/2021,2021,1,3,2,1, 90.830 
1600,1/3/2021,2021,1,3,3,1, 100.350 
1601,1/3/2021,2021,1,3,4,1, 116.286 
1602,1/3/2021,2021,1,3,5,1, 104.581 
1603,1/3/2021,2021,1,3,6,1, 114.874 
1604,1/3/2021,2021,1,3,7,1, 104.022 
1605,1/3/2021,2021,1,3,8,1, 107.472 
1606,1/3/2021,2021,1,3,9,1, 95.273 
1607,1/3/2021,2021,1,3,10,1, 144.507 
1608,1/3/2021,2021,1,3,11,1, 160.978 
1609,1/3/2021,2021,1,3,12,1, 174.843 
1610,1/3/2021,2021,1,3,13,1, 184.249 
1611,1/3/2021,2021,1,3,14,1, 203.144 
1612,1/3/2021,2021,1,3,15,1, 195.627 
1613,1/3/2021,2021,1,3,16,1, 190.199 
1614,1/3/2021,2021,1,3,17,1, 188.336 
1615,1/3/2021,2021,1,3,18,1, 175.110 
1616,1/3/2021,2021,1,3,19,1, 162.259 
1617,1/3/2021,2021,1,3,20,1, 50.781 
1618,1/3/2021,2021,1,3,21,1, 48.649 
1619,1/3/2021,2021,1,3,22,1, 47.642 
1620,1/3/2021,2021,1,3,23,1, 47.293 
1621,1/4/2021,2021,1,4,0,2, 51.226 
1622,1/4/2021,2021,1,4,1,2, 64.251 
1623,1/4/2021,2021,1,4,2,2, 88.693 
1624,1/4/2021,2021,1,4,3,2, 101.005 
1625,1/4/2021,2021,1,4,4,2, 109.233 
1626,1/4/2021,2021,1,4,5,2, 109.099 
1627,1/4/2021,2021,1,4,6,2, 109.259 
1628,1/4/2021,2021,1,4,7,2, 107.922 
1629,1/4/2021,2021,1,4,8,2, 116.146 
1630,1/4/2021,2021,1,4,9,2, 104.655 
1631,1/4/2021,2021,1,4,10,2, 101.159 
1632,1/4/2021,2021,1,4,11,2, 107.717 
1633,1/4/2021,2021,1,4,12,2, 103.437 
1634,1/4/2021,2021,1,4,13,2, 88.007 
1635,1/4/2021,2021,1,4,14,2, 88.471 
1636,1/4/2021,2021,1,4,15,2, 81.962 
1637,1/4/2021,2021,1,4,16,2, 78.591 
1638,1/4/2021,2021,1,4,17,2, 62.347 
1639,1/4/2021,2021,1,4,18,2, 57.618 
1640,1/4/2021,2021,1,4,19,2, 57.537 
1641,1/4/2021,2021,1,4,20,2, 58.282 
1642,1/4/2021,2021,1,4,21,2, 56.004 
1643,1/4/2021,2021,1,4,22,2, 55.223 
1644,1/4/2021,2021,1,4,23,2, 53.877 
1645,1/5/2021,2021,1,5,0,3, 53.944 
1646,1/5/2021,2021,1,5,1,3, 72.589 
1647,1/5/2021,2021,1,5,2,3, 85.571 
1648,1/5/2021,2021,1,5,3,3, 93.733 
1649,1/5/2021,2021,1,5,4,3, 111.558 
1650,1/5/2021,2021,1,5,5,3, 107.412 
1651,1/5/2021,2021,1,5,6,3, 108.404 
1652,1/5/2021,2021,1,5,7,3, 101.813 
1653,1/5/2021,2021,1,5,8,3, 105.460 
1654,1/5/2021,2021,1,5,9,3, 111.326 
1655,1/5/2021,2021,1,5,10,3, 111.862 
1656,1/5/2021,2021,1,5,11,3, 101.622 
1657,1/5/2021,2021,1,5,12,3, 94.404 
1658,1/5/2021,2021,1,5,13,3, 87.201 
1659,1/5/2021,2021,1,5,14,3, 80.135 
1660,1/5/2021,2021,1,5,15,3, 77.626 
1661,1/5/2021,2021,1,5,16,3, 73.462 
1662,1/5/2021,2021,1,5,17,3, 61.482 
1663,1/5/2021,2021,1,5,18,3, 49.361 
1664,1/5/2021,2021,1,5,19,3, 46.713 
1665,1/5/2021,2021,1,5,20,3, 49.498 
1666,1/5/2021,2021,1,5,21,3, 46.735 
1667,1/5/2021,2021,1,5,22,3, 46.818 
1668,1/5/2021,2021,1,5,23,3, 44.907 
1669,1/6/2021,2021,1,6,0,4, 44.936 
1670,1/6/2021,2021,1,6,1,4, 67.555 
1671,1/6/2021,2021,1,6,2,4, 82.698 
1672,1/6/2021,2021,1,6,3,4, 90.893 
1673,1/6/2021,2021,1,6,4,4, 102.621 
1674,1/6/2021,2021,1,6,5,4, 102.972 
1675,1/6/2021,2021,1,6,6,4, 108.882 
1676,1/6/2021,2021,1,6,7,4, 107.834 
1677,1/6/2021,2021,1,6,8,4, 113.472 
1678,1/6/2021,2021,1,6,9,4, 106.881 
1679,1/6/2021,2021,1,6,14,4, 108.869 
1680,1/6/2021,2021,1,6,10,4, 104.272 
1681,1/6/2021,2021,1,6,11,4, 110.125 
1682,1/6/2021,2021,1,6,12,4, 108.621 
1683,1/6/2021,2021,1,6,13,4, 104.881 
1684,1/6/2021,2021,1,6,15,4, 95.559 
1685,1/6/2021,2021,1,6,16,4, 80.299 
1686,1/6/2021,2021,1,6,17,4, 61.339 
1687,1/6/2021,2021,1,6,18,4, 54.979 
1688,1/6/2021,2021,1,6,19,4, 45.968 
1689,1/6/2021,2021,1,6,20,4, 48.365 
1690,1/6/2021,2021,1,6,21,4, 45.287 
1691,1/6/2021,2021,1,6,22,4, 45.037 
1692,1/6/2021,2021,1,6,23,4, 45.355 
1693,1/7/2021,2021,1,7,0,5, 47.305 
1694,1/7/2021,2021,1,7,1,5, 68.912 
1695,1/7/2021,2021,1,7,2,5, 83.864 
1696,1/7/2021,2021,1,7,3,5, 106.173 
1697,1/7/2021,2021,1,7,4,5, 103.537 
1698,1/7/2021,2021,1,7,5,5, 99.548 
1699,1/7/2021,2021,1,7,6,5, 102.369 
1700,1/7/2021,2021,1,7,7,5, 113.444 
1701,1/7/2021,2021,1,7,8,5, 108.312 
1702,1/7/2021,2021,1,7,9,5, 104.473 
1703,1/7/2021,2021,1,7,10,5, 106.040 
1704,1/7/2021,2021,1,7,11,5, 106.158 
1705,1/7/2021,2021,1,7,12,5, 108.432 
1706,1/7/2021,2021,1,7,13,5, 106.767 
1707,1/7/2021,2021,1,7,14,5, 101.352 
1708,1/7/2021,2021,1,7,15,5, 96.444 
1709,1/7/2021,2021,1,7,16,5, 83.133 
1710,1/7/2021,2021,1,7,17,5, 64.975 
1711,1/7/2021,2021,1,7,18,5, 63.656 
1712,1/7/2021,2021,1,7,19,5, 54.499 
1713,1/7/2021,2021,1,7,20,5, 55.919 
1714,1/7/2021,2021,1,7,21,5, 53.186 
1715,1/7/2021,2021,1,7,22,5, 53.957 
1716,1/7/2021,2021,1,7,23,5, 51.570 
1717,1/8/2021,2021,1,8,0,6, 54.168 
1718,1/8/2021,2021,1,8,1,6, 76.458 
1719,1/8/2021,2021,1,8,2,6, 82.481 
1720,1/8/2021,2021,1,8,3,6, 103.759 
1721,1/8/2021,2021,1,8,4,6, 119.102 
1722,1/8/2021,2021,1,8,5,6, 96.077 
1723,1/8/2021,2021,1,8,6,6, 101.255 
1724,1/8/2021,2021,1,8,7,6, 108.769 
1725,1/8/2021,2021,1,8,8,6, 101.410 
1726,1/8/2021,2021,1,8,9,6, 105.073 
1727,1/8/2021,2021,1,8,10,6, 110.371 
1728,1/8/2021,2021,1,8,11,6, 97.626 
1729,1/8/2021,2021,1,8,12,6, 91.059 
1730,1/8/2021,2021,1,8,13,6, 101.427 
1731,1/8/2021,2021,1,8,14,6, 106.250 
1732,1/8/2021,2021,1,8,15,6, 95.421 
1733,1/8/2021,2021,1,8,16,6, 87.344 
1734,1/8/2021,2021,1,8,17,6, 64.005 
1735,1/8/2021,2021,1,8,18,6, 54.426 
1736,1/8/2021,2021,1,8,19,6, 47.124 
1737,1/8/2021,2021,1,8,20,6, 48.811 
1738,1/8/2021,2021,1,8,21,6, 45.192 
1739,1/8/2021,2021,1,8,22,6, 46.747 
1740,1/8/2021,2021,1,8,23,6, 45.793 
1741,1/9/2021,2021,1,9,0,7, 45.838 
1742,1/9/2021,2021,1,9,1,7, 67.913 
1743,1/9/2021,2021,1,9,2,7, 83.501 
1744,1/9/2021,2021,1,9,3,7, 90.237 
1745,1/9/2021,2021,1,9,4,7, 102.448 
1746,1/9/2021,2021,1,9,5,7, 92.860 
1747,1/9/2021,2021,1,9,6,7, 91.394 
1748,1/9/2021,2021,1,9,7,7, 99.495 
1749,1/9/2021,2021,1,9,8,7, 93.314 
1750,1/9/2021,2021,1,9,9,7, 89.543 
1751,1/9/2021,2021,1,9,10,7, 100.399 
1752,1/9/2021,2021,1,9,11,7, 93.015 
1753,1/9/2021,2021,1,9,12,7, 95.450 
1754,1/9/2021,2021,1,9,13,7, 97.247 
1755,1/9/2021,2021,1,9,14,7, 91.984 
1756,1/9/2021,2021,1,9,15,7, 83.338 
1757,1/9/2021,2021,1,9,16,7, 74.734 
1758,1/9/2021,2021,1,9,17,7, 58.151 
1759,1/9/2021,2021,1,9,18,7, 48.774 
1760,1/9/2021,2021,1,9,19,7, 44.246 
1761,1/9/2021,2021,1,9,20,7, 46.395 
1762,1/9/2021,2021,1,9,21,7, 42.134 
1763,1/9/2021,2021,1,9,22,7, 43.299 
1764,1/9/2021,2021,1,9,23,7, 42.686 
1765,1/10/2021,2021,1,10,0,1, 45.842 
1766,1/10/2021,2021,1,10,1,1, 77.241 
1767,1/10/2021,2021,1,10,2,1, 84.144 
1768,1/10/2021,2021,1,10,3,1, 92.728 
1769,1/10/2021,2021,1,10,4,1, 101.910 
1770,1/10/2021,2021,1,10,5,1, 98.895 
1771,1/10/2021,2021,1,10,6,1, 107.291 
1772,1/10/2021,2021,1,10,7,1, 108.437 
1773,1/10/2021,2021,1,10,8,1, 106.748 
1774,1/10/2021,2021,1,10,9,1, 93.871 
1775,1/10/2021,2021,1,10,10,1, 94.384 
1776,1/10/2021,2021,1,10,11,1, 87.024 
1777,1/10/2021,2021,1,10,12,1, 88.770 
1778,1/10/2021,2021,1,10,13,1, 85.032 
1779,1/10/2021,2021,1,10,14,1, 86.350 
1780,1/10/2021,2021,1,10,15,1, 79.617 
1781,1/10/2021,2021,1,10,16,1, 75.031 
1782,1/10/2021,2021,1,10,17,1, 56.180 
1783,1/10/2021,2021,1,10,18,1, 47.197 
1784,1/10/2021,2021,1,10,19,1, 44.505 
1785,1/10/2021,2021,1,10,20,1, 46.617 
1786,1/10/2021,2021,1,10,21,1, 43.402 
1787,1/10/2021,2021,1,10,22,1, 43.250 
1788,1/10/2021,2021,1,10,23,1, 42.930 
1789,1/11/2021,2021,1,11,0,2, 147.134 
1790,1/11/2021,2021,1,11,1,2, 161.104 
1791,1/11/2021,2021,1,11,2,2, 166.766 
1792,1/11/2021,2021,1,11,3,2, 175.502 
1793,1/11/2021,2021,1,11,4,2, 186.672 
1794,1/11/2021,2021,1,11,5,2, 175.399 
1795,1/11/2021,2021,1,11,6,2, 173.723 
1796,1/11/2021,2021,1,11,7,2, 166.621 
1797,1/11/2021,2021,1,11,8,2, 161.542 
1798,1/11/2021,2021,1,11,9,2, 150.195 
1799,1/11/2021,2021,1,11,10,2, 97.580 
1800,1/11/2021,2021,1,11,11,2, 99.876 
1801,1/11/2021,2021,1,11,12,2, 100.416 
1802,1/11/2021,2021,1,11,13,2, 102.309 
1803,1/11/2021,2021,1,11,14,2, 98.745 
1804,1/11/2021,2021,1,11,15,2, 99.695 
1805,1/11/2021,2021,1,11,16,2, 77.856 
1806,1/11/2021,2021,1,11,17,2, 57.145 
1807,1/11/2021,2021,1,11,18,2, 47.248 
1808,1/11/2021,2021,1,11,19,2, 43.206 
1809,1/11/2021,2021,1,11,20,2, 44.191 
1810,1/11/2021,2021,1,11,21,2, 42.513 
1811,1/11/2021,2021,1,11,22,2, 43.060 
1812,1/11/2021,2021,1,11,23,2, 45.412 
1813,1/12/2021,2021,1,12,0,3, 95.375 
1814,1/12/2021,2021,1,12,1,3, 110.137 
1815,1/12/2021,2021,1,12,2,3, 131.232 
1816,1/12/2021,2021,1,12,3,3, 139.030 
1817,1/12/2021,2021,1,12,4,3, 101.739 
1818,1/12/2021,2021,1,12,5,3, 107.513 
1819,1/12/2021,2021,1,12,6,3, 107.720 
1820,1/12/2021,2021,1,12,7,3, 108.794 
1821,1/12/2021,2021,1,12,8,3, 104.968 
1822,1/12/2021,2021,1,12,9,3, 106.336 
1823,1/12/2021,2021,1,12,10,3, 105.129 
1824,1/12/2021,2021,1,12,11,3, 106.754 
1825,1/12/2021,2021,1,12,12,3, 98.507 
1826,1/12/2021,2021,1,12,13,3, 97.768 
1827,1/12/2021,2021,1,12,14,3, 94.753 
1828,1/12/2021,2021,1,12,15,3, 87.990 
1829,1/12/2021,2021,1,12,16,3, 76.958 
1830,1/12/2021,2021,1,12,17,3, 61.066 
1831,1/12/2021,2021,1,12,18,3, 52.592 
1832,1/12/2021,2021,1,12,19,3, 48.496 
1833,1/12/2021,2021,1,12,20,3, 48.935 
1834,1/12/2021,2021,1,12,21,3, 45.919 
1835,1/12/2021,2021,1,12,22,3, 46.528 
1836,1/12/2021,2021,1,12,23,3, 49.294 
1837,1/13/2021,2021,1,13,0,4, 46.827 
1838,1/13/2021,2021,1,13,1,4, 65.840 
1839,1/13/2021,2021,1,13,2,4, 88.430 
1840,1/13/2021,2021,1,13,3,4, 99.766 
1841,1/13/2021,2021,1,13,4,4, 103.950 
1842,1/13/2021,2021,1,13,5,4, 100.931 
1843,1/13/2021,2021,1,13,6,4, 97.125 
1844,1/13/2021,2021,1,13,7,4, 90.982 
1845,1/13/2021,2021,1,13,8,4, 89.808 
1846,1/13/2021,2021,1,13,9,4, 96.448 
1847,1/13/2021,2021,1,13,10,4, 91.589 
1848,1/13/2021,2021,1,13,11,4, 97.876 
1849,1/13/2021,2021,1,13,12,4, 91.637 
1850,1/13/2021,2021,1,13,13,4, 90.981 
1851,1/13/2021,2021,1,13,14,4, 98.359 
1852,1/13/2021,2021,1,13,15,4, 91.759 
1853,1/13/2021,2021,1,13,16,4, 82.752 
1854,1/13/2021,2021,1,13,17,4, 58.575 
1855,1/13/2021,2021,1,13,18,4, 53.187 
1856,1/13/2021,2021,1,13,19,4, 45.002 
1857,1/13/2021,2021,1,13,20,4, 44.756 
1858,1/13/2021,2021,1,13,21,4, 43.999 
1859,1/13/2021,2021,1,13,22,4, 43.384 
1860,1/13/2021,2021,1,13,23,4, 46.529 
